gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,16384,16384,1536,opus,9000,0,441.8609,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1866.27,1328.93,0.0
gfx950,256,20480,16384,1536,opus,9000,0,548.1155,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1880.61,1327.66,0.0
gfx950,256,24576,16384,1536,opus,9000,0,651.4797,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1898.68,1332.69,0.0
gfx950,256,28672,16384,1536,opus,9000,0,767.2356,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1880.92,1314.76,0.0
gfx950,256,32768,16384,1536,opus,9000,0,880.8289,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1872.4,1304.72,0.0
gfx950,256,40960,16384,1536,opus,9000,0,1092.9719,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1886.22,1308.6,0.0
gfx950,256,49152,16384,1536,opus,9000,0,1299.1093,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1904.31,1317.27,0.0
gfx950,256,57344,16384,1536,opus,9000,0,1528.5041,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1888.26,1303.43,0.0
gfx950,256,2048,65536,1536,opus,9000,0,234.6511,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1757.15,1586.37,0.0
gfx950,256,4096,65536,1536,opus,9000,0,458.9381,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1796.83,1402.86,0.0
gfx950,256,6144,65536,1536,opus,9000,0,686.4203,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1802.03,1333.6,0.0
gfx950,256,8192,65536,1536,opus,9000,0,927.6426,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1777.91,1279.57,0.0
gfx950,256,10240,65536,1536,opus,9000,0,1137.7816,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1811.93,1281.94,0.0
gfx950,256,12288,65536,1536,opus,9000,0,1371.0124,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1804.43,1261.95,0.0
gfx950,256,14336,65536,1536,opus,9000,0,1612.0747,opus_gemm_gfx950_a8w8_mxscale_gemm_bpreshuffle_256x256x256x128_2x2_16x16x128_1x128x128_tiles1_nooob,1790.37,1241.71,0.0
